,country_code,country_name,year,child_employment_rate,log_child_employment_rate,log_gdp_per_capita_ppp,agriculture_value_added_pct,primary_school_enrollment,life_expectancy,urban_population_pct,rural_electricity_access,child_population_pct,youth_unemployment_rate,log_private_consumption_per_capita,governance_index
124,IRN,"Iran, Islamic Republic of",2016,0.2689889785103257,0.23822050351748597,9.610229571621716,9.784420380706123,107.907333374023,76.155,73.88,99.8,23.7667032309414,29.087,7.908983437736395,0.0899246705482511
125,IRN,"Iran, Islamic Republic of",2019,0.3132000737845214,0.2724669628321109,9.54978423559477,13.324869174343284,106.081970214844,76.855,75.391,100.0,23.9130747065987,25.948,7.819644197669513,-0.4657528416105855
126,IRN,"Iran, Islamic Republic of",2020,0.2618444466863246,0.2325744971608881,9.574855253077022,12.212998105241022,104.484008789062,74.141,75.874,100.0,23.7741603461688,23.712,7.8173715761276465,-0.8660035576345128
127,IRN,"Iran, Islamic Republic of",2021,0.23777800487922687,0.21331784063804016,9.612660196973316,12.393095995254342,,73.752,76.345,100.0,23.5503936372517,23.752,7.847383821628042,-0.8378298828628248
128,IRN,"Iran, Islamic Republic of",2022,0.25649106504883384,0.22832296699240956,9.637719141633957,12.765315121686596,,76.799,76.807,100.0,23.2212381703766,22.7,7.918576088691075,-0.8798170673327793
129,IRN,"Iran, Islamic Republic of",2023,0.2529437865004442,0.22549581177941388,9.674893541329551,12.835764473318443,,77.654,77.257,100.0,22.838783032187,22.637,7.94694679286252,-1.0870541688881086
130,JAM,Jamaica,2016,4.692734295797644,1.7391906767908254,9.199031809801617,6.598787603458312,94.3311004638672,72.052,55.098,93.0,22.8352637001475,24.661,8.316317581905155,1.360158598119746
131,JAM,Jamaica,2022,9.258319841698155,2.3280890682137105,9.21761867369542,8.099365101753357,90.7408676147461,71.481,57.008,100.0,19.5798451927764,13.117,,1.6645234163022264
132,KEN,Kenya,2021,3.809060052786817,1.5705016498005917,8.58295329745777,21.47707509572517,,61.225,28.493,68.2,38.6874677694824,12.232,7.135302065789203,0.2314304634897752
133,KEN,Kenya,2022,3.448720500640088,1.492616526888016,8.611174084984132,21.03619206499328,,63.549,29.002,65.0,38.0712456350252,12.187,7.146393940481917,0.2847638546677632
134,KGZ,Kyrgyz Republic,2018,8.202436544644092,2.219468290799734,8.691621808685616,11.675286484238448,100.821829500418,71.4,36.351,100.0,32.3299691629984,7.217,6.948883064841654,-0.5271627980895678
136,KHM,Cambodia,2012,4.102368378543317,1.6297048198852373,8.333309665279005,26.795349937528297,120.336936950684,68.371,21.037,28.5,32.4283491051289,0.682,6.918062076254573,-0.77672422826003
137,KHM,Cambodia,2017,3.3729031033480674,1.4754271142497948,8.63640298766178,17.868177158358588,110.514587402344,69.842,22.98,86.1,31.7040309990949,0.382,7.1283043508686665,-0.9369378196618066
138,KHM,Cambodia,2020,4.187240918555577,1.64620194089863,8.720914536918917,17.039652291143486,111.00936126709,70.059,24.232,82.9,31.0778017734446,0.474,7.156048727886399,-0.6552663582278271
139,KHM,Cambodia,2021,3.80990342251261,1.5706770054363877,8.736574900626277,16.904414371009576,108.737748740777,69.301,24.668,77.1,30.7812858676309,0.83,7.11656323520681,-0.5830674927532923
140,KHM,Cambodia,2023,2.3417840716491582,1.2065048175679465,8.809309211522523,17.078447245559193,111.392143004927,70.668,25.57,93.4,30.1105571746776,0.695,7.186017140164373,-0.4721349073936466
141,KIR,Kiribati,2019,9.31761702923729,2.3338528253704127,7.982240463912079,26.97835872298845,104.128310837522,65.866,54.835,90.1,35.1362365387486,,7.467741057828692,2.154310573402383
142,LAO,Lao PDR,2017,29.566333861336208,3.4198992026834403,8.913746659628826,16.19975985619791,107.5012462198,67.345,34.368,90.5,32.5273323571022,5.779,,-0.35441110092357986
143,LAO,Lao PDR,2022,5.864798229108919,1.9264066475438546,9.009940323352447,14.868882228227642,97.2226134363857,68.715,37.592,100.0,30.9169093958433,2.184,,-0.40726668013190576
144,LBN,Lebanon,2019,0.31177883366766196,0.2713841044124098,9.6589011185722,3.169099851502452,,78.208,88.758,99.6,27.9082883114848,23.28,8.917737772809742,-0.742489938474051
145,LSO,Lesotho,2018,9.459051053764295,2.3474677330838905,7.954167996488632,4.249775434305065,100.601681516616,54.638,28.153,,36.2917847246042,24.901,6.767488628868794,0.31721989288368657
146,MDG,Madagascar,2018,27.260246391069593,3.341456095939874,7.426421821856277,23.973383300586143,136.93602734389,63.491,37.191,16.0,40.9322941985732,4.193,5.797662859119435,-0.8944071917358086
147,MDG,Madagascar,2022,4.570238184936615,1.717437815132032,7.3800772709489655,21.544235787842723,138.19226558666,63.068,39.882,10.9,39.8661354559159,5.602,5.776514148274375,-0.7727678204309916
149,MEX,Mexico,2019,2.68251920335629,1.3035970841017548,9.985306494731796,3.315024402843598,105.095039367676,74.53,80.444,98.3,26.3467733838135,7.16,8.865320028808252,-0.06537412887124809
150,MEX,Mexico,2022,2.750822736445077,1.321975212303806,9.97082425467572,3.899314571789597,102.004783630371,73.973,81.3,100.0,25.3113209855908,6.465,8.8673881577273,-0.27308776991302297
151,MKD,North Macedonia,2011,8.130377164310548,2.2116070041928957,9.75273959221976,9.350992920941174,,75.1,57.092,99.6,19.044836041933,55.109,8.087040947481906,0.891345810160756
152,MKD,North Macedonia,2019,12.459416601680399,2.5996789801628584,9.988135888741738,8.132291394476262,93.6538467407227,76.60243902439025,58.208,100.0,17.2420652799976,35.353,8.34600628094973,0.6645342345737246
153,MLI,Mali,2015,3.3963564381690388,1.4807761156404176,7.896388902693383,30.525122276133,72.1444473266602,57.852,39.991,7.3,47.9908241920006,2.169,6.429494797158397,-0.41928206450473976
154,MLI,Mali,2016,3.357564294039856,1.4719132531029253,7.923025661619833,30.99871927024608,73.5641021728516,58.286,40.783,8.4,47.9672952669491,2.134,6.45174620013235,-0.47929182535541964
155,MLI,Mali,2017,3.7687629894108525,1.5620869399076496,7.943496380726436,31.400776643576062,76.4468078613281,58.562,41.572,,47.8892998113538,2.23,6.470774968469914,-0.42219738684733277
156,MLI,Mali,2018,2.5454199257405636,1.2656566087488896,7.959767217591614,32.49754139846564,72.0947494506836,58.873,42.356,25.4,47.7693714315401,2.321,6.479421032643639,-0.5161611155610191
157,MLI,Mali,2020,2.2481020971272514,1.1780708556499957,7.936449405519652,32.28996083701912,74.6229097090378,58.858,43.909,16.8,47.3193439270552,6.733,6.493784331688866,-0.7903966307753806
158,MMR,Myanmar,2020,0.7238699000194178,0.5445717053680887,8.687414248581284,22.418652540050267,,66.612,31.141,60.1,25.145748198512,4.955,,-0.7592322505156652
159,MNE,Montenegro,2018,11.628139337944992,2.535927604681829,10.0807431350627,6.7322377887813545,103.264472961426,77.88536585365854,66.813,100.0,18.4355183137245,29.61,8.677547776225556,1.3720041106032697
160,MNG,Mongolia,2018,6.84208585428426,2.0595048518189154,9.631103918793752,11.428004519305912,96.7014588979647,70.82707317073172,68.445,94.6,31.6053636290742,16.46,7.885953644638482,0.6067483739724079
161,MNG,Mongolia,2022,4.099522129032192,1.6291468351503768,9.63635521038096,13.027853403536083,95.5634577935822,71.90073170731708,68.93,100.0,32.8847775334722,11.555,7.912341179200701,0.4644590417338722
162,MRT,Mauritania,2015,12.068930594715505,2.5702377029202177,8.694593056332655,20.629545611190856,96.381950378418,66.498,51.089,,44.2531105658317,18.509,6.901997277351987,-0.7733150712230967
163,MRT,Mauritania,2019,1.1911565266288893,0.7844294987867515,8.726353097825834,19.957882454072024,90.7190322875977,67.64,54.507,,43.9837384179987,23.372,6.915045825323305,-0.19835479487745517
164,MWI,Malawi,2015,25.325154569324937,3.270524929582096,7.376940731893221,22.99483636983682,138.30826164904,62.324,16.313,3.4,45.4289835052199,6.731,,-0.03051454984357461
165,MWI,Malawi,2017,7.374343451288843,2.1251726807622107,7.386507624576332,22.926231982132336,138.961991786345,63.914,16.714,3.7,44.6414563644714,6.827,,0.013092509585732019
166,MWI,Malawi,2020,12.909451402897897,2.6325685661136076,7.413029432970401,25.015011006226672,136.815766207307,65.216,17.427,3.5,43.1180685360249,7.865,,0.2586143734038565
167,NER,Niger,2012,20.82638807873924,3.0831197001036696,7.2472156970235915,33.68099382086321,67.3207092285156,57.987,16.212,5.2,49.4502634011164,3.854,5.773241300712067,-0.13087984767861333
168,NER,Niger,2014,28.93056890931377,3.3988803296797405,7.288805576399097,33.429044234363936,72.2660064697266,58.693,16.219,7.3,49.3246975722044,0.674,5.763656461874504,-0.1703072841399597
169,NER,Niger,2022,29.19790629026993,3.40777259384076,7.449218102674963,41.3505163572647,68.331413269043,60.398,16.894,7.7,47.3266584157624,0.414,5.967264659852937,0.08332734586821655
170,NGA,Nigeria,2017,29.52470145303773,3.4185362395406753,8.639894624196625,20.84657143005422,76.4630992205934,52.397,49.519,22.6,43.8805787404257,9.835,,-0.8734188757614971
171,NGA,Nigeria,2022,5.783052833552413,1.9144272710464505,8.622244436245694,23.691871840460323,,54.079,53.521,27.0,41.9524339305195,6.01,,-0.9161639604839448
172,NPL,Nepal,2014,11.909733706294572,2.5579815777127823,8.194983630568114,27.461895362062226,141.936632219033,67.812,18.182,82.1,33.6340117169945,19.342,6.5766179976769585,-0.191179934210519
174,PAK,Pakistan,2010,2.4774086900548062,1.2462873871176914,8.349905680069883,22.688810174178865,74.5181025649786,64.378,34.997,82.1,39.3404697423593,1.287,6.916328741522618,-0.576011152384679
175,PAK,Pakistan,2011,2.4168586043538003,1.2287215922224846,8.353983931654161,23.81964297862802,71.0259884181485,64.659,35.202,82.9,39.1356717469259,1.719,6.933362768818824,-0.733011790019856
176,PAK,Pakistan,2013,2.256554086405242,1.1806696076197323,8.391209711985374,23.7075945934908,70.2436408942136,65.129,35.613,84.8,38.9429265910198,5.98,6.965806352065131,-0.5806870003366446
177,PAK,Pakistan,2014,2.201399885354202,1.163588178319315,8.416540384641314,23.49273200978554,74.3189018516843,65.374,35.819,85.8,38.8636272293292,4.052,7.006181651849478,-0.3859314448232396
178,PAK,Pakistan,2015,2.093377036580861,1.129263386235217,8.44382353663854,23.262840775624166,74.8479908789247,65.641,36.026,86.9,38.7612117135196,6.682,7.022067241674583,-0.36457923341602877
179,PAK,Pakistan,2018,1.82635207831986,1.0389868618949518,8.567137642818377,21.65123535939572,82.0333064173511,66.481,36.666,90.1,38.2979161633197,7.864,7.190359873010973,-0.24283851444158613
180,PAK,Pakistan,2019,1.5569653111634103,0.938821129992315,8.574887019379734,20.67787132228868,83.1845752333307,66.729,36.907,90.7,38.0886554477603,9.598,7.227623761330756,-0.34119062275204315
181,PAK,Pakistan,2021,0.9781959455372823,0.6821852907498127,8.588261654838726,22.66250807607427,84.3684597161784,65.773,37.44,91.9,37.5856838554854,11.053,7.25217788845035,-0.07502920939789581
183,PAN,Panama,2010,1.7336265197084126,1.0056291231577563,10.031885631708041,3.6360032899331394,106.050537109375,76.417,65.14,64.7,29.1899347808413,13.43,8.700612459927527,1.078379842424241
184,PAN,Panama,2012,1.6415913435881822,0.9713815172205219,10.20091765599768,3.128776878875018,103.401817321777,76.877,65.741,71.1,28.6801735077597,9.583,8.752028381647497,1.0772366910651925
185,PAN,Panama,2014,1.895924539627446,1.063304417425508,10.272731332330151,2.98667755648831,99.1061172485352,77.365,66.371,74.5,28.1713434686489,11.523,8.849243174932013,1.18090401133442
186,PAN,Panama,2023,1.7574035928016225,1.0142895097216937,10.487513826824323,2.450282130453097,94.5526123046875,79.594,69.512,90.7,25.2761698939099,16.765,8.939847451492087,0.44688950870417543
187,PAN,Panama,2024,2.0451016524047767,1.1135342839888107,10.503065754970136,2.5765727958599776,,,69.888,,24.8949248346335,16.75,,
188,PHL,Philippines,2019,1.346824973719674,0.853063339618398,9.154118528175008,8.820323747305245,95.9793329033507,69.68,47.149,93.0,31.2733955871098,6.696,7.843448730509825,0.48365051776089585
189,PHL,Philippines,2022,1.7001939964816057,0.9933236209778992,9.154627214265098,9.55176804414326,91.8715546202869,69.472,47.977,91.1,29.3310099808108,6.813,7.853300344698886,0.576443061873731
190,PRY,Paraguay,2016,7.502032190976409,2.1403052162122354,9.604249883341415,10.696513407573049,98.1175384521484,73.487,61.026,96.1,29.873417498703,11.529,8.250909647168411,-0.3240880996244749
191,PRY,Paraguay,2017,2.303415907692856,1.1949570566447676,9.637001688032772,10.184824482152116,,73.45,61.3,98.5,29.6522664370493,14.28,8.283317504943218,-0.3127140630831434
192,PRY,Paraguay,2018,2.312457452417524,1.1976903466766484,9.654640486748809,9.950203385488557,,73.627,61.585,99.1,29.4697304026531,14.52,8.31195264867688,-0.19420583437839053
193,PRY,Paraguay,2019,2.025987565469883,1.107237506127676,9.637066165001837,9.667473664167268,89.8882085878874,73.668,61.879,99.4,29.2982426250081,15.3,8.316386530044966,-0.16724887913713535
194,PRY,Paraguay,2021,1.71273569124672,0.9979576058739935,9.642588073948561,11.2789007802766,92.5459365844727,68.108,62.496,100.0,29.0219356684184,16.203,8.313496928353471,-0.3288855727785446
195,PRY,Paraguay,2022,1.701302081602158,0.9937339092091885,9.632999848120736,10.8974804512494,93.2309494018555,72.319,62.818,100.0,28.926431676879,14.601,8.324722046340876,-0.3601977244953884
196,PRY,Paraguay,2023,1.4062241409595027,0.8780587723819794,9.66947814992705,11.580275096170752,92.3777923583984,73.844,63.149,99.5,28.7810049639502,13.185,8.343850937282868,-0.2241760534863284
197,PRY,Paraguay,2024,1.1269114408039576,0.7546708996220931,9.69875372376174,10.708048272647632,,,63.489,,28.5879240940415,14.105,8.382374108250385,
198,PSE,West Bank and Gaza,2020,8.020774328007848,2.199530176067148,8.598714659928055,7.101605104399391,95.1808624267578,74.998,76.719,100.0,39.3067665649116,42.053,7.846935498576535,0.07379594873150058
199,SDN,Sudan,2014,16.311504693218236,2.851371291650473,8.344861684674257,32.624270816267384,76.3096008300781,63.99,33.689,28.9,44.0197447832769,27.34,6.996570915174851,-1.7094831107100454
200,SDN,Sudan,2022,1.5798069408690818,0.9477145670131768,8.049770915110393,5.031292661501224,,65.695,35.956,49.4,40.9119122964239,12.0,6.784830729581044,-1.8249655228171013
201,SEN,Senegal,2016,14.737401945648209,2.7560401687329907,8.219071566877082,14.4140203888971,83.9003457682441,66.724,46.296,44.5,42.0962643936666,6.374,6.807957292878479,0.8664024047465999
202,SEN,Senegal,2019,4.352454738781724,1.6775552853565923,8.311794335274877,14.896272123444476,83.3581314086914,67.668,47.653,47.8,40.8595094154888,4.037,6.855448578416238,1.068947540716379
203,SEN,Senegal,2022,6.587097021067962,2.0264490440780447,8.349894344866536,16.333323196840553,83.2787017822266,67.788,49.086,43.4,39.1603034665879,3.915,6.8726720427086825,1.142405097432234
204,SLE,Sierra Leone,2017,23.139177016638225,3.183836122985429,7.921863694869606,33.3320506947837,122.320801312267,57.761,41.636,5.4,41.0242626027215,5.266,6.910090963316722,-0.550079472511712
205,SLV,El Salvador,2020,2.501465819846661,1.253181686491226,9.179205608113195,5.35480047301112,90.9966583251953,70.244,73.444,100.0,26.3333356590365,11.069,8.05197963292699,0.13867972725925853
206,SLV,El Salvador,2021,2.0230677316017758,1.106272120971985,9.28829290286071,4.812255148720145,89.3974380493164,69.941,74.118,94.1,25.9958408074195,9.804,8.139791743769564,0.03716055626808041
207,SLV,El Salvador,2022,1.6758731328857592,0.9842757319066127,9.313494057045842,4.558752838081563,89.3291473388672,71.969,74.767,100.0,25.617058623933,7.48,8.13493130302114,0.07325068683284722
208,SLV,El Salvador,2023,1.8255703060513047,1.0387102224719822,9.34361574962969,4.450412566454599,91.0513610839844,72.099,75.393,96.6,25.2103928855349,6.956,8.139348022646285,0.6593907050655529
209,SRB,Serbia,2014,10.347790262370813,2.4290230344327317,9.793808548360067,6.117375335927842,102.185791015625,75.33658536585367,55.583,99.5,14.319447946837,47.632,8.310915043842778,1.0633702943714358
210,SRB,Serbia,2019,12.511515264743354,2.6035423044350687,9.97770972104926,4.764748514931961,99.6345596313477,75.93658536585367,56.26,99.7,14.2533414248396,27.495,8.437732586452592,0.8607703805622786
211,SRB,Serbia,2022,5.899299564586304,1.931419894071687,10.111885714128057,5.338337720634305,98.8989791870117,75.23658536585367,56.873,100.0,14.3546142379414,23.214,8.566470508451653,0.9337610252329458
212,SSF,Sub-Saharan Africa,2020,16.913160422065165,2.885535661815326,8.340385504955083,18.250467670566792,99.0366668701172,61.16752708299017,41.36862978615413,28.819100429819827,41.98576574548761,12.49124217319005,6.973024019726945,
213,STP,São Tomé and Principe,2014,14.506982649174791,2.741290415978619,8.561036995609173,13.279576863664513,106.443450927734,65.478,69.213,52.4,42.0319464137787,14.86,,0.1615257549991676
214,STP,São Tomé and Principe,2019,13.406818616014313,2.667701609510098,8.64876226733075,11.929654819469627,111.996418979409,68.043,73.598,68.2,40.4731667541426,8.4,,0.4028203569356223
215,SUR,Suriname,2018,4.855138928294942,1.7673197249141919,10.040617136404771,10.032466985928828,103.715621948242,71.468,66.06,94.3,27.5121035841621,24.482,,0.601649318611549
216,SWZ,Eswatini,2010,6.652176685039958,2.0349901413584766,9.01331487850084,10.156212732348513,125.429336547852,48.331,22.48,39.8,38.8011064633653,54.314,,0.7428561164069796
217,SWZ,Eswatini,2022,21.624623526044328,3.1190388497147006,9.206001878905969,7.5820560091282045,,63.028,24.576,81.6,33.9505618309376,58.33,7.696981132078853,-0.2364020828005645
218,TCD,Chad,2015,15.495631086844563,2.803095563229948,7.9460373225018195,33.621025510837875,91.56591796875,51.32,22.515,0.5,48.5266754239477,1.403,6.438168635192053,-1.6312926008127755
219,TCD,Chad,2019,30.911357726600208,3.4629619880092473,7.865539664122942,37.59036525339141,86.5310592651367,52.993,23.279,,48.1220928242913,1.496,6.379741862338585,-1.8126219630954838
220,TGO,Togo,2017,27.466505546723635,3.3487281521592367,7.779137531489126,20.31545741324921,123.164161682129,60.135,41.162,19.5,41.2322139885998,9.282,6.389200745191737,-0.568758250728002
221,TGO,Togo,2019,9.676421434977737,2.368037705751709,7.824858031223472,19.51453467086476,121.971061706543,61.055,42.248,23.9,40.9267242092348,3.076,6.439872557369684,-0.3430966276124137
222,TGO,Togo,2022,6.70841740345597,2.042312901065193,7.887305904153161,18.70014266678964,122.478256225586,62.29,43.921,25.0,40.2169600368591,3.418,6.463636592334315,-0.0070242139893817125
223,TKM,Turkmenistan,2016,0.5126575140211839,0.41386804700211893,9.514425749973688,10.52743832597379,,69.142,50.728,100.0,29.9031798694379,8.714,,-1.444992203398357
224,TLS,Timor-Leste,2016,7.825338011245442,2.1776269036434317,8.415953345121261,17.06307469237678,123.866365972623,65.61,29.85,67.2,38.4458665411828,13.065,6.6622434338183085,-0.6526106632904334
225,TLS,Timor-Leste,2022,2.608049423458501,1.283167300404367,8.584479357520035,10.334492362047108,120.849599035731,67.368,32.074,100.0,34.8343363430319,3.212,6.740639364638853,-0.047166202130833404
226,TON,Tonga,2019,31.06305370662934,3.467704392384345,8.83579605817233,20.241187698002364,113.312034078807,72.292,23.107,97.9,35.9919371247143,6.437,8.39520328663089,1.5689723795013524
227,TTO,Trinidad and Tobago,2011,0.8718701992636555,0.626938037651226,10.457814284718104,0.456542570355529,,72.232,53.836,100.0,20.1233276677924,8.586,,1.3551217185612954
228,TTO,Trinidad and Tobago,2022,9.025009744641434,2.3050829452262187,10.335088128742802,0.7591153495323377,,73.331,53.34,100.0,18.2981192529153,10.596,,0.8908406061618633
229,TUN,Tunisia,2023,3.9343028317634956,1.5962113927465034,9.44335190563949,9.331241228623892,103.529930114746,76.508,70.544,100.0,24.4349031603884,38.484,7.976219071662058,0.7521491316476774
230,TUV,Tuvalu,2020,28.000131527048023,3.367300365391638,8.547811544434612,,94.6327667236328,66.357,64.014,98.4,31.6649838934564,,,1.8622896493140373
231,TZA,Tanzania,2014,15.851749943418444,2.8244545056147055,8.01584554002799,25.80257744755709,85.9815352325255,63.364,30.904,10.0,44.7713352160243,3.693,6.369929514266503,-0.00193553460596407
232,UGA,Uganda,2012,10.328176843541376,2.427293148017838,7.78576019722854,27.177257747557977,112.977607727051,61.579,20.424,11.7,49.0759539059955,5.096,6.456457752341694,-0.11031534297280751
233,UGA,Uganda,2017,10.913777406119646,2.4776954956443182,7.841826023044744,23.45883538274256,105.526321411133,65.174,23.196,23.0,46.9022040457185,5.081,6.442013024110002,-0.16046532945701514
234,UGA,Uganda,2021,17.79882810322161,2.9337945329579798,7.89577872638204,23.84180382721719,,66.45,25.553,35.9,44.7325571492453,5.044,6.540776282649668,-0.14335038149352344
235,UKR,Ukraine,2015,5.579707804223821,1.8839903376983065,9.642428583261024,12.059376106337098,87.8509902954102,72.686,69.061,100.0,15.0784638672107,22.611,7.258472324290995,-0.4841462246048795
236,UZB,Uzbekistan,2021,5.753242953710465,1.9100228270979882,9.132232206464643,22.15472830931664,97.9289255849279,71.681,50.427,99.8,30.1776585415555,13.042,7.72238855079324,-0.15984528368295206
237,VEN,"Venezuela, República Bolivariana de",2017,1.417806222991785,0.8828606096064909,,,94.0880584716797,71.903,88.183,93.2,27.7920942011296,12.259,,-2.3474558619795216
238,VNM,Viet Nam,2012,5.711386046051379,1.903805493892281,8.984802492703695,16.19950764039303,100.619406716821,73.762,31.752,97.0,24.0066178711579,3.63,7.173851378409716,0.3428030426088654
239,VNM,Viet Nam,2018,2.396417167055074,1.222721101615951,9.299988533305152,12.306668431042803,112.219369315312,74.1,35.919,100.0,24.5830496141364,4.648,7.4957815918151995,0.8955384555964481
240,VNM,Viet Nam,2021,8.362965485196836,2.236762065652493,9.396811805570671,12.603090465274503,120.023386080797,74.145,38.052,100.0,24.1976460962436,6.907,7.561210225462903,1.1270579808451309
241,VUT,Vanuatu,2023,51.17656426787405,3.9546334336901494,8.045394682787988,,106.528699274803,71.477,25.976,54.0,38.6133638776749,11.677,,1.0198637191854778
242,WLD,World,2020,7.124261943326017,2.0948548863453134,9.836228585542186,4.275811054137164,100.659248352051,72.18222394638735,55.96237382616109,82.84744189238275,25.83150842657011,17.119020246440698,8.680305863214521,
243,WSM,Samoa,2022,0.3677056514359925,0.3131346289696489,8.673302829820697,9.992649874749276,104.122587299249,71.55,17.616,97.9,38.7857967439451,13.245,8.041258719082125,2.6371421587861916
244,YEM,"Yemen, Republic of",2023,8.788883878751536,2.2812474437869845,,,,69.295,39.831,75.3,41.2261185664195,32.395,,-2.8263356985967616
245,ZMB,Zambia,2018,4.43536167497696,1.6929260638930563,8.201923294339386,3.3411239920944884,97.7707331798513,62.138,43.521,12.4,44.1450304054804,8.747,,0.09479683721006815
246,ZMB,Zambia,2019,5.641511580005281,1.893339585171718,8.186621485248278,2.8607749368079616,96.2491679442168,62.914,44.072,14.2,43.7567582888466,10.353,,-0.04352580414361429
247,ZMB,Zambia,2020,4.425909053760772,1.691185452902162,8.129350515576169,2.972633845488468,94.7777968616337,63.361,44.629,14.0,43.3344027971507,11.042,,-0.27235998241510273
248,ZMB,Zambia,2021,4.755609753651151,1.7501749885424174,8.161670416100167,3.000918315337469,,62.363,45.192,14.5,42.8932123845063,9.367,,-0.27300816273410056
249,ZMB,Zambia,2022,3.1377533601289342,1.4201529739048702,8.184827174161411,3.0940158340762234,,65.279,45.761,14.5,42.4387153873048,9.85,,0.12336912651120453
250,ZWE,Zimbabwe,2019,26.691002960391035,3.321107557559445,8.100405390359773,9.819260391584631,97.4766143857125,61.06,32.21,28.3,42.5422575941545,11.718,6.760603185869742,-1.509793449439348
